customer_id,age,gender,location,frequency,avg_order_value,total_spent,avg_session_time_min,pages_viewed,product_category,recency_days,churned
1062,57,Female,Greater Accra,4,31.21,124.85,1.59,5,Books,132,0
1063,54,Male,Ashanti Region,4,56.55,226.19,5.49,5,Furniture,24,0
1064,53,Male,Greater Accra,1,30.23,30.23,1.84,3,Groceries,15,0
1065,41,Male,Greater Accra,1,47.21,47.21,1.77,4,Groceries,63,0
1066,48,Female,Western Region,3,58.98,176.94,9.89,5,Electronics,360,0
1067,23,Female,Eastern Region,1,53.88,53.88,1.01,4,Electronics,78,0
1068,19,Female,Eastern Region,3,73.52,220.57,0.03,8,Groceries,95,0
1069,37,Female,Ashanti Region,0,52.97,0.0,2.46,3,Fashion,278,1
1070,45,Female,Western Region,1,40.7,40.7,4.05,5,Furniture,27,0
1071,28,Male,Eastern Region,3,20.96,62.89,7.33,7,Furniture,63,0
1072,21,Female,Northern Region,2,28.04,56.07,9.12,8,Health,8,0
1073,32,Male,Ashanti Region,3,60.25,180.75,6.54,5,Groceries,40,0
1074,23,Female,Volta Region,2,5.0,10.0,5.91,1,Health,51,0
1075,66,Male,Savana Region,1,67.65,67.65,6.58,4,Groceries,142,1
1076,47,Male,Savana Region,2,32.97,65.94,1.9,3,Books,151,0
1077,55,Male,Greater Accra,1,19.53,19.53,2.89,4,Health,3,0
1078,68,Male,Greater Accra,1,12.53,12.53,5.75,4,Electronics,59,0
1079,19,Male,Greater Accra,3,56.86,170.58,0.41,1,Books,95,0
1080,32,Male,Greater Accra,6,39.63,237.8,2.1,3,Fashion,46,0
1081,28,Female,Savana Region,1,79.72,79.72,3.13,10,Groceries,6,0
1082,25,Male,Greater Accra,2,8.42,16.85,4.57,2,Books,15,0
1083,43,Female,Greater Accra,5,25.55,127.73,4.0,4,Electronics,22,0
1084,68,Female,Greater Accra,2,37.69,75.39,7.6,5,Health,65,0
1085,62,Female,Greater Accra,0,21.2,0.0,3.85,8,Books,253,1
1086,61,Female,Greater Accra,4,40.15,160.61,14.07,4,Health,6,0
1087,22,Female,Savana Region,1,47.99,47.99,2.87,2,Health,27,0
1088,23,Male,Eastern Region,1,52.11,52.11,4.47,2,Fashion,39,0
1089,43,Male,Greater Accra,0,77.65,0.0,0.02,5,Fashion,231,1
1090,21,Male,Ashanti Region,1,7.41,7.41,2.23,4,Groceries,33,0
1091,36,Female,Ashanti Region,3,48.44,145.33,12.09,4,Electronics,36,0
1092,37,Female,Greater Accra,3,23.83,71.48,2.43,7,Health,74,0
1093,50,Male,Eastern Region,2,50.75,101.5,1.75,5,Electronics,5,0
1094,37,Male,Northern Region,0,50.78,0.0,4.71,3,Furniture,379,1
1095,66,Female,Northern Region,2,15.33,30.65,0.49,2,Electronics,61,0
1096,29,Male,Northern Region,1,17.47,17.47,4.55,4,Electronics,172,1
1097,64,Female,Greater Accra,3,52.79,158.37,2.17,5,Furniture,58,0
1098,18,Female,Volta Region,0,40.59,0.0,2.9,4,Groceries,149,1
1099,43,Female,Savana Region,1,34.51,34.51,9.4,3,Fashion,59,0
1100,31,Female,Western Region,3,56.45,169.35,6.51,5,Electronics,1,0
1101,55,Female,Greater Accra,4,58.29,233.17,3.54,4,Furniture,5,0
1102,54,Male,Western Region,0,26.76,0.0,5.17,7,Health,144,1
1103,28,Female,Savana Region,2,18.7,37.4,8.74,8,Electronics,68,0
1104,53,Female,Savana Region,1,8.45,8.45,8.22,5,Groceries,71,0
1105,30,Male,Greater Accra,1,40.84,40.84,1.23,3,Fashion,6,0
1106,60,Male,Northern Region,2,5.0,10.0,2.15,7,Books,15,0
1107,20,Male,Volta Region,1,42.49,42.49,2.57,8,Electronics,29,0
1108,50,Male,Eastern Region,4,70.42,281.68,1.25,7,Electronics,13,0
1109,23,Female,Eastern Region,3,31.16,93.49,0.07,6,Electronics,99,0
1110,67,Female,Western Region,3,26.59,79.78,1.15,6,Groceries,55,0
1111,27,Male,Ashanti Region,3,89.95,269.84,9.91,1,Books,13,0
1112,22,Male,Eastern Region,4,77.74,310.97,4.74,3,Health,88,0
1113,40,Female,Ashanti Region,1,20.89,20.89,2.51,3,Groceries,46,0
1114,27,Male,Western Region,3,43.48,130.43,5.62,4,Electronics,13,0
1115,61,Male,Greater Accra,3,48.22,144.65,8.08,2,Electronics,111,0
1116,19,Female,Ashanti Region,3,45.09,135.27,2.63,10,Books,14,0
1117,30,Female,Northern Region,4,85.37,341.47,3.76,4,Groceries,70,0
1118,57,Male,Savana Region,1,42.18,42.18,0.4,4,Furniture,30,0
1119,19,Male,Eastern Region,1,45.93,45.93,5.45,7,Groceries,83,0
1120,37,Male,Western Region,0,57.22,0.0,2.64,3,Electronics,619,1
1121,18,Female,Western Region,6,69.75,418.49,3.41,4,Health,225,0
1122,54,Female,Greater Accra,0,63.42,0.0,3.3,5,Groceries,260,1
1123,26,Male,Ashanti Region,1,53.45,53.45,6.0,7,Furniture,194,1
1124,34,Female,Greater Accra,3,5.0,15.0,5.1,6,Furniture,85,0
1125,26,Female,Greater Accra,1,27.8,27.8,3.29,4,Health,105,1
1126,28,Male,Ashanti Region,2,60.49,120.97,0.1,4,Fashion,22,0
1127,32,Male,Western Region,1,46.26,46.26,5.82,6,Electronics,25,0
1128,41,Female,Savana Region,1,60.65,60.65,12.7,2,Electronics,11,0
1129,55,Male,Greater Accra,2,87.18,174.36,8.81,3,Electronics,35,0
1130,52,Male,Greater Accra,2,10.58,21.15,23.98,6,Furniture,347,0
1131,47,Female,Eastern Region,2,68.45,136.9,0.9,2,Groceries,53,0
1132,48,Female,Ashanti Region,2,31.74,63.48,1.51,4,Books,77,0
1133,66,Female,Greater Accra,2,63.38,126.77,4.65,4,Groceries,80,0
1134,22,Female,Western Region,2,38.97,77.94,1.61,6,Furniture,13,0
1135,61,Female,Western Region,4,93.18,372.7,0.21,5,Health,3,0
1136,67,Male,Ashanti Region,1,43.25,43.25,3.09,4,Health,7,0
1137,31,Female,Western Region,1,23.99,23.99,2.04,5,Groceries,76,0
1138,28,Male,Ashanti Region,2,50.5,100.99,1.84,9,Electronics,36,0
1139,26,Male,Northern Region,2,48.1,96.2,18.37,9,Fashion,141,0
1140,51,Female,Ashanti Region,3,68.45,205.36,1.63,8,Fashion,27,0
1141,29,Female,Greater Accra,2,51.2,102.4,0.83,7,Books,6,0
1142,52,Male,Western Region,1,101.88,101.88,0.8,6,Furniture,207,1
1143,52,Female,Ashanti Region,3,37.21,111.64,9.85,5,Groceries,30,0
1144,18,Male,Northern Region,5,37.51,187.55,7.53,3,Health,113,0
1145,57,Male,Ashanti Region,2,24.9,49.81,0.83,4,Groceries,2,0
1146,39,Male,Greater Accra,3,42.14,126.43,1.49,6,Electronics,26,0
1147,46,Female,Greater Accra,1,45.78,45.78,8.25,2,Electronics,54,0
1148,25,Female,Ashanti Region,4,47.03,188.12,1.93,5,Health,44,0
1149,28,Male,Northern Region,3,41.68,125.04,23.95,2,Groceries,78,0
1150,58,Female,Greater Accra,2,24.75,49.51,4.67,1,Furniture,128,0
1151,54,Male,Northern Region,3,17.96,53.88,1.28,9,Electronics,85,0
1152,31,Female,Northern Region,2,30.62,61.24,11.75,2,Electronics,22,0
1153,47,Male,Northern Region,1,68.54,68.54,2.31,6,Electronics,209,1
1154,52,Male,Ashanti Region,1,73.92,73.92,2.04,5,Furniture,150,1
1155,38,Female,Western Region,3,38.08,114.23,2.38,6,Furniture,59,0
1156,54,Male,Ashanti Region,4,16.46,65.84,8.77,7,Books,42,0
1157,22,Male,Ashanti Region,5,37.97,189.85,1.14,6,Books,43,0
1158,36,Female,Greater Accra,3,92.29,276.87,2.89,4,Furniture,79,0
1159,31,Female,Greater Accra,2,64.97,129.95,0.19,5,Health,39,0
1160,43,Male,Greater Accra,0,53.77,0.0,10.51,7,Health,630,1
1161,21,Male,Eastern Region,3,64.07,192.2,2.5,4,Groceries,10,0
1162,42,Male,Greater Accra,3,78.51,235.54,1.71,2,Fashion,23,0
1163,62,Female,Greater Accra,3,11.18,33.54,5.2,5,Fashion,1,0
1164,59,Male,Northern Region,1,30.2,30.2,7.32,6,Fashion,241,1
1165,42,Female,Greater Accra,2,26.78,53.56,10.06,6,Books,98,0
1166,35,Female,Greater Accra,3,54.68,164.03,2.56,4,Health,158,0
1167,57,Male,Greater Accra,1,44.0,44.0,10.04,2,Electronics,2,0
1168,25,Male,Northern Region,4,58.91,235.63,3.75,5,Fashion,41,0
1169,56,Male,Greater Accra,2,27.33,54.66,0.64,5,Furniture,82,0
1170,57,Male,Ashanti Region,2,74.3,148.6,11.24,5,Fashion,6,0
1171,31,Female,Ashanti Region,2,38.27,76.53,4.76,2,Electronics,90,0
1172,49,Male,Northern Region,1,57.36,57.36,5.53,6,Groceries,62,0
1173,68,Male,Eastern Region,2,69.89,139.77,16.63,4,Electronics,251,0
1174,55,Female,Savana Region,1,67.88,67.88,4.91,1,Fashion,9,0
1175,50,Male,Greater Accra,5,49.02,245.1,0.03,5,Books,59,0
1176,40,Female,Greater Accra,3,60.48,181.45,12.27,8,Groceries,176,0
1177,32,Male,Greater Accra,1,83.54,83.54,2.01,8,Fashion,81,0
1178,50,Female,Greater Accra,2,52.84,105.68,4.18,5,Books,24,0
1179,42,Female,Greater Accra,3,21.76,65.28,1.38,7,Books,7,0
1180,34,Female,Greater Accra,3,54.58,163.73,2.11,8,Electronics,199,0
1181,50,Female,Ashanti Region,5,39.07,195.34,6.96,1,Electronics,4,0
1182,64,Male,Eastern Region,1,5.0,5.0,3.37,4,Fashion,221,1
1183,19,Male,Ashanti Region,0,51.55,0.0,5.92,5,Books,442,1
1184,31,Female,Northern Region,0,42.92,0.0,10.41,1,Health,444,1
1185,57,Female,Greater Accra,4,68.91,275.64,2.5,7,Electronics,118,0
1186,57,Male,Greater Accra,0,21.25,0.0,5.04,3,Furniture,236,1
1187,68,Male,Ashanti Region,1,5.0,5.0,9.02,3,Groceries,51,0
1188,56,Male,Greater Accra,1,44.22,44.22,7.53,3,Fashion,36,0
1189,68,Male,Greater Accra,2,49.5,99.01,4.66,9,Groceries,77,0
1190,23,Male,Ashanti Region,1,42.35,42.35,2.9,4,Fashion,28,0
1191,23,Female,Western Region,3,40.52,121.55,3.14,3,Fashion,19,0
1192,20,Male,Northern Region,4,13.28,53.13,3.41,1,Fashion,18,0
1193,24,Male,Greater Accra,2,36.53,73.05,2.57,5,Books,63,0
1194,68,Female,Savana Region,3,31.29,93.87,7.21,4,Books,155,0
1195,25,Female,Northern Region,2,66.82,133.64,0.8,5,Books,19,0
1196,59,Female,Eastern Region,2,49.48,98.97,20.55,8,Books,17,0
1197,69,Female,Savana Region,2,33.05,66.1,9.06,2,Electronics,75,0
1198,32,Male,Ashanti Region,2,83.1,166.19,2.12,2,Health,0,0
1199,64,Female,Greater Accra,4,33.28,133.11,0.26,2,Electronics,107,0
1200,46,Female,Ashanti Region,1,53.94,53.94,7.45,1,Health,28,0
1201,50,Male,Ashanti Region,1,35.83,35.83,7.95,8,Furniture,139,1
1202,69,Female,Ashanti Region,1,80.78,80.78,19.88,11,Electronics,73,0
1203,47,Female,Eastern Region,5,42.17,210.86,1.76,2,Fashion,94,0
1204,56,Male,Western Region,4,42.91,171.64,0.52,3,Fashion,11,0
1205,44,Male,Western Region,1,36.5,36.5,14.8,2,Groceries,27,0
1206,53,Male,Savana Region,2,44.91,89.83,1.8,7,Groceries,19,0
1207,46,Male,Savana Region,4,69.99,279.95,7.67,9,Health,75,0
1208,55,Male,Western Region,0,61.15,0.0,0.38,4,Fashion,296,1
1209,50,Female,Greater Accra,3,40.7,122.11,8.58,4,Groceries,0,0
1210,54,Male,Greater Accra,3,82.53,247.6,0.82,5,Groceries,110,0
1211,44,Female,Ashanti Region,3,61.82,185.47,7.14,2,Electronics,3,0
1212,50,Female,Savana Region,4,29.05,116.18,4.56,7,Fashion,31,0
1213,21,Female,Ashanti Region,2,5.49,10.98,18.67,4,Health,7,0
1214,39,Female,Northern Region,2,29.62,59.25,0.23,6,Groceries,65,0
1215,19,Male,Greater Accra,1,50.33,50.33,2.07,5,Fashion,23,0
1216,27,Male,Greater Accra,3,54.93,164.79,0.43,5,Electronics,4,0
1217,22,Female,Northern Region,3,73.98,221.94,12.68,2,Electronics,2,0
1218,27,Female,Greater Accra,2,12.64,25.27,5.41,6,Electronics,16,0
1219,50,Female,Ashanti Region,2,29.02,58.04,4.59,8,Electronics,66,0
1220,55,Male,Greater Accra,2,10.56,21.12,0.85,5,Fashion,75,0
1221,30,Female,Greater Accra,5,6.53,32.65,4.03,3,Electronics,8,0
1222,48,Male,Northern Region,3,24.3,72.91,3.05,5,Electronics,8,0
1223,64,Female,Ashanti Region,2,49.17,98.33,2.28,9,Health,53,0
1224,53,Female,Eastern Region,3,59.28,177.85,8.88,2,Electronics,189,0
1225,62,Male,Greater Accra,4,16.29,65.16,0.38,7,Furniture,48,0
1226,41,Female,Savana Region,3,19.77,59.3,6.24,4,Electronics,74,0
1227,69,Male,Ashanti Region,1,5.0,5.0,10.39,7,Furniture,51,0
1228,32,Male,Eastern Region,0,45.36,0.0,14.27,8,Fashion,261,1
1229,46,Female,Northern Region,7,21.7,151.88,8.22,3,Electronics,26,0
1230,25,Female,Greater Accra,2,81.58,163.15,1.99,3,Books,9,0
1231,22,Female,Savana Region,4,50.25,200.98,5.51,7,Furniture,42,0
1232,46,Female,Eastern Region,0,35.71,0.0,0.91,6,Fashion,617,1
1233,64,Male,Ashanti Region,1,23.97,23.97,0.75,8,Electronics,23,0
1234,21,Female,Greater Accra,2,5.0,10.0,6.11,8,Furniture,11,0
1235,29,Female,Western Region,1,5.8,5.8,11.43,4,Groceries,50,0
1236,62,Male,Northern Region,0,24.45,0.0,0.42,5,Fashion,424,1
1237,19,Female,Greater Accra,1,22.53,22.53,0.67,6,Furniture,179,1
1238,44,Male,Greater Accra,1,15.02,15.02,5.0,3,Electronics,70,0
1239,48,Female,Savana Region,0,49.43,0.0,1.48,4,Furniture,688,1
1240,68,Male,Northern Region,2,52.86,105.71,5.68,6,Groceries,40,0
1241,68,Male,Northern Region,3,28.53,85.6,1.45,5,Electronics,85,0
1242,53,Male,Ashanti Region,2,88.38,176.76,0.74,5,Furniture,93,0
1243,53,Female,Northern Region,8,5.0,40.0,4.73,6,Fashion,4,0
1244,43,Male,Ashanti Region,1,41.45,41.45,11.89,6,Electronics,57,0
1245,60,Male,Greater Accra,1,34.54,34.54,6.93,4,Books,205,1
1246,44,Female,Eastern Region,5,26.23,131.16,10.25,9,Fashion,92,0
1247,22,Female,Volta Region,2,22.56,45.12,1.86,6,Furniture,0,0
1248,37,Male,Greater Accra,1,39.83,39.83,13.03,1,Fashion,15,0
1249,28,Male,Ashanti Region,2,34.36,68.72,2.84,2,Fashion,35,0
1250,27,Male,Eastern Region,2,30.2,60.41,11.48,5,Furniture,73,0
1251,57,Male,Ashanti Region,3,7.53,22.6,3.82,1,Groceries,48,0
1252,55,Female,Savana Region,3,5.0,15.0,1.87,5,Groceries,4,0
1253,23,Female,Northern Region,1,32.79,32.79,1.81,3,Groceries,80,0
1254,25,Female,Greater Accra,1,29.95,29.95,5.03,5,Furniture,109,1
1255,40,Male,Volta Region,4,35.07,140.3,0.49,7,Groceries,13,0
1256,64,Female,Northern Region,3,37.28,111.85,15.96,7,Furniture,4,0
1257,43,Female,Savana Region,2,26.94,53.87,1.9,6,Books,93,0
1258,63,Female,Eastern Region,3,34.69,104.07,2.45,6,Furniture,61,0
1259,60,Female,Savana Region,3,18.66,55.99,1.59,1,Fashion,97,0
1260,29,Female,Greater Accra,1,78.1,78.1,0.02,7,Fashion,50,0
1261,43,Female,Greater Accra,3,20.01,60.02,7.08,6,Furniture,33,0
1262,30,Male,Savana Region,0,30.73,0.0,5.36,5,Fashion,452,1
1263,57,Female,Greater Accra,1,21.91,21.91,9.95,3,Electronics,20,0
1264,35,Female,Greater Accra,3,21.49,64.46,0.25,6,Fashion,71,0
1265,42,Female,Northern Region,0,40.62,0.0,15.84,3,Health,494,1
1266,50,Male,Savana Region,2,37.44,74.89,2.41,3,Fashion,302,0
1267,64,Female,Greater Accra,3,28.51,85.54,14.66,7,Fashion,22,0
1268,57,Female,Savana Region,4,32.91,131.65,0.68,4,Groceries,133,0
1269,60,Male,Northern Region,1,22.0,22.0,8.17,3,Electronics,2,0
1270,29,Male,Ashanti Region,3,50.04,150.13,5.2,5,Health,14,0
1271,61,Female,Savana Region,0,91.38,0.0,2.66,5,Groceries,186,1
1272,53,Female,Ashanti Region,1,18.13,18.13,0.49,4,Furniture,26,0
1273,65,Female,Greater Accra,1,49.85,49.85,5.57,6,Electronics,49,0
1274,21,Male,Greater Accra,3,41.12,123.37,0.16,3,Electronics,76,0
1275,22,Female,Ashanti Region,2,56.72,113.43,4.17,3,Electronics,139,0
1276,54,Male,Ashanti Region,0,57.42,0.0,5.56,8,Groceries,187,1
1277,25,Male,Savana Region,2,45.14,90.27,7.91,3,Books,51,0
1278,59,Male,Savana Region,2,39.0,78.01,28.49,8,Groceries,48,0
1279,66,Male,Eastern Region,4,29.14,116.55,1.81,4,Furniture,36,0
1280,45,Male,Northern Region,3,20.88,62.63,2.34,7,Books,71,0
1281,48,Male,Greater Accra,5,37.58,187.89,2.5,3,Health,43,0
1282,26,Male,Greater Accra,2,7.89,15.77,7.89,3,Groceries,47,0
1283,68,Male,Savana Region,4,25.15,100.61,16.11,3,Electronics,140,0
1284,46,Female,Greater Accra,3,67.67,203.01,21.97,7,Fashion,118,0
1285,31,Male,Greater Accra,5,42.46,212.31,17.49,7,Fashion,51,0
1286,57,Male,Northern Region,0,62.32,0.0,12.69,3,Fashion,333,1
1287,58,Female,Ashanti Region,1,76.74,76.74,28.25,1,Fashion,191,1
1288,39,Male,Savana Region,2,35.57,71.15,2.83,3,Books,58,0
1289,28,Female,Greater Accra,2,45.18,90.37,17.78,5,Groceries,98,0
1290,40,Male,Greater Accra,1,32.45,32.45,8.59,2,Groceries,3,0
1291,18,Male,Greater Accra,3,19.68,59.05,1.11,7,Fashion,136,0
1292,63,Female,Eastern Region,6,16.18,97.05,0.28,6,Fashion,70,0
1293,54,Female,Ashanti Region,5,61.08,305.39,1.45,5,Electronics,69,0
1294,38,Female,Ashanti Region,0,45.22,0.0,9.05,4,Furniture,443,1
1295,43,Female,Savana Region,2,86.17,172.33,5.99,9,Electronics,38,0
1296,63,Female,Western Region,0,64.3,0.0,1.52,6,Fashion,180,1
1297,53,Male,Greater Accra,3,21.72,65.16,8.13,4,Electronics,23,0
1298,40,Male,Ashanti Region,1,61.01,61.01,0.91,5,Fashion,11,0
1299,18,Male,Ashanti Region,4,32.37,129.49,10.35,10,Electronics,76,0
1300,68,Male,Western Region,2,70.42,140.84,9.48,4,Electronics,10,0
1301,57,Female,Volta Region,3,27.84,83.52,21.58,3,Health,60,0
1302,32,Female,Greater Accra,0,13.69,0.0,0.98,7,Groceries,556,1
1303,38,Male,Northern Region,2,20.11,40.21,14.23,10,Furniture,20,0
1304,64,Female,Ashanti Region,2,21.38,42.77,2.5,5,Furniture,40,0
1305,26,Female,Greater Accra,1,18.99,18.99,3.23,3,Groceries,66,0
1306,26,Male,Greater Accra,4,25.68,102.74,3.79,3,Groceries,0,0
1307,27,Male,Ashanti Region,1,61.42,61.42,5.92,5,Books,19,0
1308,69,Male,Ashanti Region,1,84.9,84.9,31.51,8,Electronics,28,0
1309,43,Male,Greater Accra,1,6.75,6.75,5.5,5,Groceries,160,1
1310,58,Male,Northern Region,3,71.59,214.76,15.68,3,Books,37,0
1311,52,Female,Greater Accra,2,28.06,56.11,1.77,4,Electronics,42,0
1312,69,Male,Eastern Region,0,48.7,0.0,3.05,4,Fashion,352,1
1313,42,Male,Greater Accra,6,5.0,30.0,4.21,6,Fashion,104,0
1314,43,Female,Greater Accra,2,53.1,106.2,2.34,4,Health,4,0
1315,28,Female,Ashanti Region,1,5.0,5.0,22.6,5,Electronics,48,0
1316,55,Female,Greater Accra,1,47.85,47.85,7.76,6,Furniture,33,0
1317,19,Male,Ashanti Region,4,46.43,185.73,3.91,5,Health,24,0
1318,24,Male,Greater Accra,4,44.78,179.1,8.35,7,Electronics,25,0
1319,35,Female,Ashanti Region,2,21.63,43.25,3.78,6,Electronics,159,0
1320,44,Male,Greater Accra,5,53.74,268.69,0.1,6,Books,18,0
1321,51,Male,Eastern Region,1,49.78,49.78,4.7,5,Health,36,0
1322,44,Female,Northern Region,0,34.75,0.0,5.89,3,Groceries,407,1
1323,34,Female,Greater Accra,4,56.8,227.19,23.85,5,Fashion,76,0
1324,60,Male,Ashanti Region,7,37.61,263.27,0.25,4,Health,43,0
1325,61,Male,Greater Accra,3,53.22,159.66,4.31,3,Books,58,0
1326,68,Male,Eastern Region,2,36.85,73.71,0.62,3,Groceries,30,0
1327,41,Male,Greater Accra,1,45.42,45.42,0.97,4,Fashion,76,0
1328,42,Male,Ashanti Region,2,54.37,108.74,5.66,5,Furniture,37,0
1329,24,Male,Ashanti Region,1,30.05,30.05,1.58,3,Electronics,15,0
1330,69,Male,Western Region,1,9.15,9.15,8.3,4,Electronics,101,1
1331,23,Female,Ashanti Region,3,46.9,140.71,4.33,2,Groceries,87,0
1332,41,Female,Eastern Region,3,69.73,209.2,1.48,2,Electronics,59,0
1333,50,Female,Ashanti Region,6,47.48,284.87,4.08,2,Electronics,44,0
1334,66,Male,Western Region,3,47.95,143.86,0.01,4,Furniture,14,0
1335,46,Male,Northern Region,1,38.95,38.95,11.92,1,Electronics,121,1
1336,60,Male,Greater Accra,4,58.48,233.91,0.08,6,Fashion,6,0
1337,39,Male,Savana Region,3,35.35,106.05,0.04,9,Fashion,28,0
1338,43,Male,Ashanti Region,2,28.65,57.31,5.67,7,Furniture,114,0
1339,45,Female,Savana Region,7,67.63,473.43,21.79,7,Fashion,54,0
1340,67,Female,Savana Region,1,26.74,26.74,11.62,3,Furniture,34,0
1341,38,Female,Greater Accra,0,62.24,0.0,1.74,6,Fashion,258,1
1342,66,Male,Northern Region,1,67.65,67.65,1.31,4,Electronics,273,1
1343,24,Female,Greater Accra,2,54.17,108.34,5.9,9,Health,12,0
1344,34,Male,Greater Accra,5,8.77,43.85,10.38,7,Fashion,3,0
1345,37,Male,Greater Accra,1,40.68,40.68,2.7,5,Groceries,37,0
1346,58,Male,Northern Region,2,34.95,69.9,3.4,2,Furniture,20,0
1347,66,Female,Greater Accra,1,27.6,27.6,0.74,4,Electronics,65,0
1348,37,Female,Greater Accra,2,43.57,87.14,1.0,4,Electronics,40,0
1349,39,Male,Northern Region,1,59.23,59.23,5.04,1,Health,41,0
1350,45,Female,Greater Accra,0,28.54,0.0,0.65,10,Furniture,670,1
1351,57,Female,Greater Accra,1,35.72,35.72,1.35,5,Fashion,31,0
1352,66,Male,Greater Accra,4,33.97,135.89,1.6,7,Groceries,0,0
1353,24,Male,Ashanti Region,0,69.1,0.0,3.52,4,Electronics,684,1
1354,18,Male,Ashanti Region,2,33.57,67.14,0.28,6,Groceries,28,0
1355,49,Female,Greater Accra,3,9.14,27.42,4.16,2,Fashion,34,0
1356,30,Male,Volta Region,1,5.0,5.0,15.84,8,Furniture,1,0
1357,47,Female,Northern Region,2,49.07,98.14,0.15,4,Groceries,45,0
1358,40,Male,Greater Accra,3,20.98,62.95,5.98,3,Furniture,17,0
1359,68,Female,Greater Accra,4,56.72,226.87,10.84,4,Electronics,30,0
1360,36,Male,Ashanti Region,3,6.72,20.16,2.25,5,Groceries,130,0
1361,49,Female,Eastern Region,5,26.53,132.64,0.85,3,Groceries,105,0
1362,47,Female,Greater Accra,1,6.74,6.74,0.27,4,Furniture,30,0
1363,46,Female,Greater Accra,2,50.87,101.73,6.2,3,Fashion,3,0
1364,66,Female,Savana Region,2,56.22,112.44,4.82,3,Fashion,131,0
1365,62,Male,Greater Accra,2,48.47,96.93,1.56,7,Groceries,30,0
1366,46,Female,Ashanti Region,3,12.85,38.55,10.69,5,Health,39,0
1367,47,Male,Savana Region,2,21.36,42.71,7.98,6,Groceries,5,0
1368,33,Male,Eastern Region,2,45.86,91.72,1.94,9,Groceries,70,0
1369,57,Female,Greater Accra,5,5.0,25.0,8.4,7,Health,74,0
1370,36,Male,Northern Region,2,33.97,67.94,1.69,6,Electronics,31,0
1371,35,Female,Greater Accra,2,77.92,155.85,6.75,8,Fashion,131,0
1372,18,Female,Northern Region,3,35.5,106.5,0.76,3,Fashion,2,0
1373,31,Male,Ashanti Region,1,5.0,5.0,7.07,7,Furniture,22,0
1374,68,Female,Savana Region,3,24.81,74.44,1.64,5,Electronics,13,0
1375,64,Male,Volta Region,1,24.23,24.23,5.1,10,Furniture,71,0
1376,67,Male,Western Region,2,93.51,187.02,1.14,5,Electronics,13,0
1377,19,Male,Western Region,2,81.64,163.28,7.77,8,Health,72,0
1378,45,Female,Ashanti Region,2,58.27,116.55,0.38,11,Books,95,0
1379,66,Female,Ashanti Region,2,31.42,62.85,1.08,4,Fashion,91,0
1380,67,Female,Ashanti Region,5,70.02,350.08,1.22,4,Furniture,1,0
1381,47,Female,Northern Region,3,11.66,34.99,0.25,5,Health,159,0
1382,55,Male,Savana Region,0,66.91,0.0,8.2,4,Fashion,491,1
1383,68,Male,Greater Accra,1,63.2,63.2,23.76,5,Electronics,100,1
1384,21,Female,Western Region,1,36.22,36.22,9.04,5,Groceries,62,0
1385,18,Male,Savana Region,0,68.48,0.0,11.82,12,Groceries,596,1
1386,25,Male,Volta Region,2,28.82,57.64,0.04,4,Furniture,5,0
1387,46,Male,Savana Region,4,8.37,33.49,0.75,1,Books,31,0
1388,56,Female,Greater Accra,3,64.45,193.35,4.91,7,Books,71,0
1389,20,Female,Greater Accra,0,37.87,0.0,22.86,5,Health,577,1
1390,49,Male,Greater Accra,1,55.04,55.04,6.49,3,Fashion,76,0
1391,27,Male,Greater Accra,3,85.52,256.57,2.81,3,Electronics,29,0
1392,27,Female,Eastern Region,3,21.94,65.83,0.95,3,Health,18,0
1393,36,Female,Savana Region,2,36.42,72.83,1.0,6,Groceries,3,0
1394,63,Male,Western Region,1,79.24,79.24,2.7,7,Fashion,170,1
1395,51,Female,Eastern Region,1,56.72,56.72,7.51,6,Fashion,7,0
1396,50,Male,Greater Accra,0,22.51,0.0,0.19,8,Health,316,1
1397,40,Male,Greater Accra,3,16.12,48.37,11.47,7,Electronics,24,0
1398,45,Female,Greater Accra,2,26.8,53.6,17.04,4,Books,75,0
1399,49,Female,Ashanti Region,2,21.54,43.08,13.18,4,Groceries,29,0
1400,67,Male,Ashanti Region,3,45.93,137.8,14.65,5,Groceries,143,0
1401,24,Female,Greater Accra,1,41.96,41.96,0.09,3,Fashion,45,0
1402,46,Female,Greater Accra,1,46.98,46.98,22.84,4,Furniture,39,0
1403,25,Female,Greater Accra,3,18.98,56.94,2.74,2,Groceries,24,0
1404,18,Female,Eastern Region,3,38.23,114.69,12.21,4,Fashion,8,0
1405,20,Female,Ashanti Region,3,5.0,15.0,1.24,4,Furniture,0,0
1406,41,Male,Ashanti Region,1,43.63,43.63,3.55,6,Furniture,67,0
1407,40,Male,Ashanti Region,0,69.39,0.0,0.27,12,Electronics,498,1
1408,25,Male,Volta Region,3,5.0,15.0,0.25,4,Health,41,0
1409,64,Male,Greater Accra,2,52.09,104.17,17.22,1,Health,12,0
1410,54,Female,Ashanti Region,2,24.72,49.45,9.98,2,Fashion,15,0
1411,20,Female,Northern Region,3,60.06,180.19,4.53,7,Health,60,0
1412,68,Male,Eastern Region,2,43.97,87.93,4.47,3,Groceries,43,0
1413,50,Male,Western Region,6,50.12,300.71,8.29,6,Furniture,7,0
1414,45,Male,Ashanti Region,1,41.62,41.62,2.51,4,Fashion,10,0
1415,64,Male,Ashanti Region,3,73.21,219.62,8.61,2,Fashion,1,0
